date,coin,close,creturns,high,log_return,low,open,price,returns,volume,volume_in_dollars
2020-12-31 19:00:00,BNBUSDT,37.3764,,37.4423,,36.9636,37.3596,37.3764,,95113.826,3555012.4061064
2020-12-31 19:00:00,BTCUSDT,28995.13,,29031.34,,28690.17,28923.63,28995.13,,2311.811445,67031273.38326285
2020-12-31 19:00:00,ETHUSDT,734.07,,739.0,,729.33,736.42,734.07,,27932.69884,20504556.237478804
2020-12-31 20:00:00,BNBUSDT,37.6134,1.0063408996050984,37.939,0.00632088068195259,37.3353,37.3765,37.6134,0.006340899605098427,152336.882,5729908.0774188
2020-12-31 20:00:00,BTCUSDT,29409.99,1.0143079199851837,29470.0,0.014206527695448268,28960.35,28995.13,29409.99,0.01430791998518366,5403.068471,158904189.70142528
2020-12-31 20:00:00,ETHUSDT,748.28,1.0193578269102401,749.0,0.019172847566000795,733.37,734.08,748.28,0.019357826910240128,52336.18779,39162122.5995012
2020-12-31 21:00:00,BNBUSDT,37.96,1.0156141308419215,37.973,0.009172603856484699,37.5758,37.6134,37.96,0.009214801108115678,107655.644,4086608.2462400002
2020-12-31 21:00:00,BTCUSDT,29194.65,1.0068811555595716,29465.26,-0.00734893923597483,29120.03,29410.0,29194.65,-0.007322001809589196,2384.23156,69606805.913154
2020-12-31 21:00:00,ETHUSDT,744.06,1.013609056357023,749.0,-0.005655562737967908,742.27,748.27,744.06,-0.005639600149676682,33019.501,24568489.914059997
2020-12-31 22:00:00,BNBUSDT,37.925,1.0146777110690166,38.1,-0.0009224485071312982,37.7551,37.96,37.925,-0.0009220231822972824,116381.591,4413771.838675
2020-12-31 22:00:00,BTCUSDT,29278.4,1.0097695716487562,29367.0,0.002864569481815956,29150.02,29195.25,29278.4,0.0028686762814420508,1461.345077,42785845.7024368
2020-12-31 22:00:00,ETHUSDT,744.82,1.0146443799637637,747.23,0.001020901705991859,743.1,744.06,744.82,0.0010214230035212601,17604.80859,13112413.534003802
2020-12-31 23:00:00,BNBUSDT,37.8702,1.0132115452531543,38.0765,-0.0014460021095938434,37.83,37.924,37.8702,-0.0014449571522742177,63709.814,2412703.3981427997
2020-12-31 23:00:00,BTCUSDT,29220.31,1.0077661317607474,29395.0,-0.0019860273532090094,29029.4,29278.41,29220.31,-0.001984056505820009,2038.046803,59552359.37816893
2020-12-31 23:00:00,ETHUSDT,742.29,1.0111978421676404,747.09,-0.003402576058163203,739.3,744.87,742.29,-0.003396793856233815,18794.15424,13950712.750809599
2021-01-01 00:00:00,BNBUSDT,37.7129,1.0090030072452134,37.9174,-0.004162312133261082,37.6369,37.8789,37.7129,-0.004153661718184765,81322.793,3066918.3601297
2021-01-01 00:00:00,BTCUSDT,29187.01,1.0066176630351371,29235.28,-0.0011402681584462377,29084.11,29220.31,29187.01,-0.0011396182997375215,1469.956262,42903628.11855662
2021-01-01 00:00:00,ETHUSDT,740.65,1.0089637228057269,743.23,-0.0022118233625034755,739.5,742.34,740.65,-0.00220937908364649,14948.26447,11071432.0797055
2021-01-01 01:00:00,BNBUSDT,37.6463,1.0072211341916286,37.8269,-0.00176753514737958,37.4836,37.7136,37.6463,-0.001765973977074231,93503.285,3520052.7180955
2021-01-01 01:00:00,BTCUSDT,29174.35,1.0061810379881035,29270.0,-0.0004338487039567059,29077.32,29187.01,29174.35,-0.00043375460521644094,1420.726291,41448766.067835845
2021-01-01 01:00:00,ETHUSDT,739.97,1.0080373806312748,743.25,-0.0009185341921761382,737.04,740.72,739.97,-0.0009181124687773767,17106.99495,12658663.053151501
2021-01-01 02:00:00,BNBUSDT,37.6812,1.008154878479468,37.6934,0.0009266204904495239,37.3781,37.6463,37.6812,0.0009270499358502438,68489.701,2580774.1213212
2021-01-01 02:00:00,BTCUSDT,29092.83,1.0033695313661295,29191.98,-0.0027981465102390733,28806.54,29174.35,29092.83,-0.002794235347145624,2380.180918,69246198.81661795
2021-01-01 02:00:00,ETHUSDT,737.38,1.0045091067609355,740.51,-0.0035062817253284704,734.4,739.87,737.38,-0.003500141897644582,21624.68945,15945613.506641
2021-01-01 03:00:00,BNBUSDT,37.4172,1.0010915979067003,37.7169,-0.007030804584592698,37.3425,37.685,37.4172,-0.007006146301073102,69209.58,2589628.6967760003
2021-01-01 03:00:00,BTCUSDT,29000.01,1.0001683041255547,29178.03,-0.0031955772514339897,28872.24,29092.84,29000.01,-0.0031904768288270047,2008.165739,58236826.51265739
2021-01-01 03:00:00,ETHUSDT,730.07,0.9945509283855762,738.48,-0.00996294315435234,725.1,737.37,730.07,-0.009913477447177743,52992.04892,38687905.1550244
2021-01-01 04:00:00,BNBUSDT,37.9477,1.015285046178872,37.95,0.014078404194193032,37.4038,37.4287,37.9477,0.014177971628021258,50372.374,1911515.7368398
2021-01-01 04:00:00,BTCUSDT,29202.21,1.0071418889999801,29307.73,0.006948216527782201,28970.0,29000.01,29202.21,0.006972411388823652,2022.056022,59048504.58620862
2021-01-01 04:00:00,ETHUSDT,733.68,0.9994687155175935,734.77,0.004932546294484512,728.77,730.07,733.68,0.004944731327132912,22836.46973,16754661.111506399
2021-01-01 05:00:00,BNBUSDT,38.827,1.0388105863593067,38.8315,0.022906984963837553,37.8747,37.9298,38.827,0.02317136479944759,233123.225,9051475.457075
2021-01-01 05:00:00,BTCUSDT,29223.82,1.0078871865723658,29344.97,0.0007397388111238242,29152.88,29202.21,29223.82,0.0007400124853564893,1944.255841,56818582.731332615
2021-01-01 05:00:00,ETHUSDT,736.81,1.0037326140558802,738.87,0.004257090802432816,733.27,733.69,736.81,0.004266165085595963,22895.59711,16869704.906619098
2021-01-01 06:00:00,BNBUSDT,38.3904,1.0271294185635853,38.959,-0.011308452569777139,38.3707,38.827,38.3904,-0.01124475236304634,120658.438,4632125.6981951995
2021-01-01 06:00:00,BTCUSDT,29313.49,1.0109797748794367,29402.57,0.003063689470470115,29212.44,29223.82,29313.49,0.0030683873634591574,2309.227717,67691523.59000234
2021-01-01 06:00:00,ETHUSDT,738.85,1.0065116405792363,741.76,0.0027648662965215416,736.11,736.82,738.85,0.0027686920644400814,29384.09871,21710441.3318835
2021-01-01 07:00:00,BNBUSDT,38.3142,1.0250906989437183,38.8814,-0.0019868436851747263,38.2772,38.3941,38.3142,-0.0019848712178044403,111909.267,4287714.0376914
2021-01-01 07:00:00,BTCUSDT,29233.49,1.008220690853947,29600.0,-0.002732849748689933,29150.0,29313.49,29233.49,-0.0027291189141926964,4191.915161,122544309.9399419
2021-01-01 07:00:00,ETHUSDT,733.19,0.9988012042448269,743.33,-0.007690046320528904,732.12,738.85,733.19,-0.007660553562969463,50190.47228,36799152.37097321
2021-01-01 08:00:00,BNBUSDT,38.3304,1.0255241275243199,38.5789,0.00042273037477514545,38.2882,38.3273,38.3304,0.00042281973785174287,70931.939,2718849.5946456
2021-01-01 08:00:00,BTCUSDT,29464.79,1.0161978925426445,29470.0,0.007881021289842968,29200.0,29233.49,29464.79,0.007912158281477844,2211.29829,65155439.74220911
2021-01-01 08:00:00,ETHUSDT,740.08,1.0081872301006716,741.99,0.009353411433949152,733.0,733.19,740.08,0.009397291288751886,23543.56362,17424120.5638896
2021-01-01 09:00:00,BNBUSDT,38.1101,1.0196300339251505,38.4986,-0.005763976162539471,38.0801,38.3326,38.1101,-0.005747396322501097,79732.746,3038622.9233346004
