date,coin,close,creturns,high,log_return,low,open,price,returns,volume,volume_in_dollars
2020-01-01 01:00:00,BTCUSDT,7216.27,1.0054688436147594,7230.0,0.0054539437880477045,7175.71,7176.47,7216.27,0.005468843614759411,883.052603,6372346.007450811
2020-01-01 01:00:00,ETHUSDT,130.64,1.01373477147513,130.65,0.013641304361909818,128.78,128.87,130.64,0.013734771475129914,11344.65516,1482065.7501023998
2020-01-01 02:00:00,BTCUSDT,7242.85,1.0091723305773148,7244.87,0.003676576436273115,7211.41,7215.52,7242.85,0.0036833433338829824,655.156809,4745202.49406565
2020-01-01 02:00:00,ETHUSDT,130.85,1.0153643206331964,130.98,0.0016061803139452689,130.35,130.63,130.85,0.001607470912431186,7603.35623,994899.1626955
2020-01-01 03:00:00,BTCUSDT,7225.01,1.006686619237511,7245.0,-0.002466157267460975,7220.0,7242.66,7225.01,-0.0024631187999198945,783.724867,5662420.00132367
2020-01-01 03:00:00,ETHUSDT,130.2,1.0103204780010864,130.89,-0.004979899201686052,129.94,130.85,130.2,-0.004967520061138764,4968.55433,646905.7737659999
2020-01-01 04:00:00,BTCUSDT,7217.27,1.00560817721004,7230.0,-0.0010718530233481366,7215.03,7225.0,7217.27,-0.0010712787940777568,467.812578,3376329.68482206
2020-01-01 04:00:00,ETHUSDT,130.2,1.0103204780010864,130.74,0.0,130.15,130.21,130.2,0.0,3397.90747,442407.55259399995
2020-01-01 05:00:00,BTCUSDT,7224.21,1.0065751523612865,7229.76,0.0009611204023736772,7216.65,7217.26,7224.21,0.0009615824265960526,344.670596,2489972.76632916
2020-01-01 05:00:00,ETHUSDT,130.3,1.0110964537906417,130.47,0.0007677543563306921,130.11,130.2,130.3,0.0007680491551460555,4243.6064,552941.91392
2020-01-01 06:00:00,BTCUSDT,7225.62,1.0067716127306319,7236.27,0.0001951580059385737,7221.51,7224.24,7225.62,0.00019517705050109413,621.467023,4490484.55072926
2020-01-01 06:00:00,ETHUSDT,130.44,1.0121828198960192,130.75,0.001073866790318899,130.26,130.31,130.44,0.0010744435917113826,3668.90166,478571.53253039997
2020-01-01 07:00:00,BTCUSDT,7209.83,1.004571535261153,7232.94,-0.002187670810047564,7199.11,7225.88,7209.83,-0.002185279602303969,627.344854,4523049.7487148205
2020-01-01 07:00:00,ETHUSDT,130.24,1.0106308683169087,130.71,-0.0015344486668881056,130.14,130.47,130.24,-0.0015332720024531232,4147.17413,540127.9586912001
2020-01-01 08:00:00,BTCUSDT,7200.64,1.0032910595205253,7210.0,-0.0012754616949841534,7180.0,7209.83,7200.64,-0.0012746486394269452,915.545974,6592516.96222336
2020-01-01 08:00:00,ETHUSDT,130.36,1.0115620392643752,130.41,0.0009209517151306816,129.87,130.24,130.36,0.0009213759213759776,7541.44497,983102.7662892
2020-01-01 09:00:00,BTCUSDT,7188.77,1.0016371697445459,7210.51,-0.0016498247937107029,7188.0,7200.29,7188.77,-0.0016484645809261567,636.386102,4574833.3184745405
2020-01-01 09:00:00,ETHUSDT,130.17,1.0100876852642198,130.62,-0.0014585654909919244,130.13,130.4,130.17,-0.0014575023013195798,4808.20496,625884.0396432
2020-01-01 10:00:00,BTCUSDT,7202.0,1.0034805532101068,7210.0,0.0018386790598788332,7185.2,7189.07,7202.0,0.0018403704667140364,537.762804,3872967.7144079995
2020-01-01 10:00:00,ETHUSDT,130.7,1.0142003569488633,130.82,0.004063332151807277,130.07,130.17,130.7,0.004071598678651034,4625.5017,604553.07219
2020-01-01 11:00:00,BTCUSDT,7197.2,1.0028117519527604,7237.73,-0.0006667037304569844,7188.61,7202.01,7197.2,-0.0006664815329076035,1076.959481,7751092.7766532
2020-01-01 11:00:00,ETHUSDT,130.74,1.0145107472646855,131.87,0.00030599755440732806,130.6,130.67,130.74,0.00030604437643466653,10847.79032,1418240.1064368002
2020-01-01 12:00:00,BTCUSDT,7225.59,1.0067674327227736,7233.33,0.003936830067853603,7196.15,7197.2,7225.59,0.003944589562607792,868.75358,6277257.180112201
2020-01-01 12:00:00,ETHUSDT,131.61,1.0212617366338173,131.61,0.006632385661648744,130.7,130.74,131.61,0.006654428636989396,4163.30667,547932.7908387
2020-01-01 13:00:00,BTCUSDT,7221.2,1.0061557582394922,7231.89,-0.000607747483714124,7212.88,7225.84,7221.2,-0.0006075628426190915,612.180902,4420680.7295224
2020-01-01 13:00:00,ETHUSDT,131.68,1.0218049196865058,131.9,0.0005317330825273622,131.28,131.6,131.68,0.000531874477623262,7160.65302,942914.7896736
2020-01-01 14:00:00,BTCUSDT,7221.43,1.0061878049664068,7234.97,3.1850154718328916e-05,7208.17,7221.17,7221.43,3.185066193989172e-05,617.714185,4460779.746984551
2020-01-01 14:00:00,ETHUSDT,131.96,1.023977651897261,132.37,0.002124109431621045,131.24,131.66,131.96,0.0021263669501823124,7325.25762,966640.9955352001
2020-01-01 15:00:00,BTCUSDT,7234.19,1.0079657016421857,7255.0,0.0017654038102878887,7218.29,7221.6,7234.19,0.0017669630530239289,1393.888792,10083656.36019848
2020-01-01 15:00:00,ETHUSDT,132.08,1.0249088228447274,132.4,0.000908953251491906,131.6,131.95,132.08,0.0009093664746893104,5361.06926,708090.0278608
2020-01-01 16:00:00,BTCUSDT,7245.37,1.0095234512374216,7246.42,0.0015442461265040629,7214.0,7234.2,7245.37,0.0015454390885503155,881.93278,6389929.3062285995
2020-01-01 16:00:00,ETHUSDT,132.85,1.0308838364243036,132.95,0.005812872593949779,131.78,132.08,132.85,0.00582980012113854,6915.20906,918685.523621
2020-01-01 17:00:00,BTCUSDT,7236.83,1.0083335423337263,7249.99,-0.0011793789603626037,7224.92,7244.34,7236.83,-0.0011786837663224636,1069.210567,7737695.10758261
2020-01-01 17:00:00,ETHUSDT,132.34,1.0269263598975713,133.05,-0.003846303621908969,132.27,132.86,132.34,-0.0038389160707563708,5424.00732,717813.1287288
2020-01-01 18:00:00,BTCUSDT,7240.67,1.0088685833396034,7246.72,0.0005304783408807698,7225.17,7237.02,7240.67,0.0005306190693992185,611.693307,4429069.37719569
2020-01-01 18:00:00,ETHUSDT,132.04,1.024598432528905,132.46,-0.00226946159892124,131.57,132.34,132.04,-0.0022668883179689514,5707.7934,753657.0405359999
2020-01-01 19:00:00,BTCUSDT,7229.48,1.0073094404084146,7241.0,-0.001546632513223124,7225.49,7240.8,7229.48,-0.0015454370935287232,417.746637,3020090.95725876
2020-01-01 19:00:00,ETHUSDT,131.86,1.0232016761077056,132.16,-0.0013641532998385517,131.62,132.04,131.86,-0.0013632232656769494,2111.21443,278384.73473980004
2020-01-01 20:00:00,BTCUSDT,7236.73,1.0083196089741981,7242.98,0.001002335871937818,7224.68,7229.48,7236.73,0.0010028383784173034,391.834174,2835598.12201102
2020-01-01 20:00:00,ETHUSDT,132.18,1.0256847986342827,132.25,0.002423876357153217,131.7,131.86,132.18,0.0024268163203398085,2014.79285,266315.318913
2020-01-01 21:00:00,BTCUSDT,7233.17,1.0078235813749996,7242.75,-0.0004920559329129301,7227.0,7237.26,7233.17,-0.0004919348932459489,285.454078,2064737.87336726
2020-01-01 21:00:00,ETHUSDT,131.78,1.0225808954760613,132.37,-0.0030307645566329954,131.68,132.17,131.78,-0.003026176426085714,4879.42025,643010.0005450001
2020-01-01 22:00:00,BTCUSDT,7197.99,1.0029218254930319,7234.49,-0.00487557059712096,7186.0,7233.32,7197.99,-0.004863704295626992,769.030411,5535473.20807389
2020-01-01 22:00:00,ETHUSDT,130.27,1.0108636610537753,131.82,-0.011524645776201053,129.9,131.82,130.27,-0.011458491425102357,14876.06749,1937905.3119223001
2020-01-01 23:00:00,BTCUSDT,7200.85,1.0033203195755342,7204.17,0.0003972542284812613,7175.15,7197.62,7200.85,0.00039733314439183154,811.25016,5841690.714636001
2020-01-01 23:00:00,ETHUSDT,130.77,1.0147435400015523,130.87,0.003830835208938312,129.74,130.28,130.77,0.0038381822368926954,3865.45991,505486.19243070006
2020-01-02 00:00:00,BTCUSDT,7211.02,1.004737342239537,7212.5,0.0014113368616441603,7185.46,7200.77,7211.02,0.0014123332662117072,391.352377,2822049.8175945403
2020-01-02 00:00:00,ETHUSDT,130.67,1.0139675642119967,130.78,-0.0007649939173563234,130.27,130.72,130.67,-0.0007647013841096673,3772.6667,492974.35768899997
2020-01-02 01:00:00,BTCUSDT,7190.99,1.0019464903260686,7211.16,-0.0027815579789834824,7185.11,7211.04,7190.99,-0.002777693030944439,402.660139,2895525.03294761
2020-01-02 01:00:00,ETHUSDT,130.15,1.009932490106309,130.67,-0.003987429560480231,130.12,130.66,130.15,-0.003979490319124368,3684.51912,479540.163468
2020-01-02 02:00:00,BTCUSDT,7169.02,0.9988853312377561,7191.0,-0.003059888836002544,7155.35,7190.99,7169.02,-0.003055212147423325,1387.377886,9946139.81229172
2020-01-02 02:00:00,ETHUSDT,129.72,1.006595794211221,130.16,-0.003309350001457165,128.89,130.14,129.72,-0.0033038801383019623,19078.42209,2474852.9135148
2020-01-02 03:00:00,BTCUSDT,7129.61,0.9933941942477518,7169.06,-0.00551243018324838,7120.37,7169.04,7129.61,-0.005497264619153119,1557.96443,11107678.7797723
2020-01-02 03:00:00,ETHUSDT,129.1,1.0017847443159775,129.71,-0.0047909835865204186,128.77,129.71,129.1,-0.00477952513105151,11950.18634,1542769.056494
2020-01-02 04:00:00,BTCUSDT,7142.21,0.9951497975482859,7161.0,0.0017657177954383942,7116.7,7129.25,7142.21,0.0017672775930239748,1252.447877,8945245.751588171
2020-01-02 04:00:00,ETHUSDT,129.55,1.0052766353689768,129.87,0.0034796091555223253,128.69,129.09,129.55,0.0034856700232379634,8931.67759,1157098.8317845
2020-01-02 05:00:00,BTCUSDT,7138.93,0.9946927833557659,7152.05,-0.00045934709101278556,7126.93,7142.61,7138.93,-0.0004592416072896066,569.50899,4065684.8139807004
2020-01-02 05:00:00,ETHUSDT,129.63,1.005897416000621,129.75,0.0006173316038322988,129.3,129.57,129.63,0.0006175221922035679,7276.74256,943284.1380528
2020-01-02 06:00:00,BTCUSDT,7135.97,0.9942803559137358,7149.02,-0.0004147139443951857,7121.43,7138.93,7135.97,-0.00041462796245372857,687.600665,4906697.717420051
2020-01-02 06:00:00,ETHUSDT,129.42,1.0042678668425546,129.99,-0.0016213089828315454,129.15,129.6,129.42,-0.0016199953714418625,4823.43405,624248.8347509999
2020-01-02 07:00:00,BTCUSDT,7110.57,0.9907412825936112,7140.63,-0.0035657818548206583,7105.0,7136.04,7110.57,-0.003559432004338614,1548.403823,11010033.77170911
2020-01-02 07:00:00,ETHUSDT,129.26,1.003026305579266,129.67,-0.0012370497943705952,128.96,129.43,129.26,-0.001236284963684109,6548.36046,846441.0730596
2020-01-02 08:00:00,BTCUSDT,7154.36,0.9968427007309439,7157.48,0.006139551691027996,7109.11,7110.98,7154.36,0.00615843736859345,1114.825128,7975860.302758079
2020-01-02 08:00:00,ETHUSDT,130.21,1.0103980755800421,130.27,0.007322651905887587,129.21,129.23,130.21,0.007349528082933654,7205.6708,938250.3948680001
2020-01-02 09:00:00,BTCUSDT,7162.01,0.9979086027348397,7165.0,0.0010687067640904793,7135.36,7153.57,7162.01,0.001069278034653065,840.001328,6016097.91114928
2020-01-02 09:00:00,ETHUSDT,129.98,1.0086133312640646,130.21,-0.0017679392744342818,129.57,130.21,129.98,-0.0017663773903695557,5828.65169,757608.1466661999
2020-01-02 10:00:00,BTCUSDT,7161.83,0.9978835226876892,7180.0,-2.5132925250483377e-05,7153.33,7162.18,7161.83,-2.5132609421163465e-05,1446.219984,10357581.668010721
2020-01-02 10:00:00,ETHUSDT,129.72,1.0065957942112207,130.28,-0.0020023110270855566,129.66,129.97,129.72,-0.0020003077396522073,8014.34789,1039621.2082908
2020-01-02 11:00:00,BTCUSDT,7139.79,0.9948126102477072,7168.67,-0.0030821707537915196,7139.03,7161.89,7139.79,-0.0030774257417447437,761.15657,5434498.0669203
2020-01-02 11:00:00,ETHUSDT,129.53,1.0051214402110655,129.94,-0.0014657668969525368,129.44,129.73,129.53,-0.0014646931853221634,4293.24985,556104.6530705
2020-01-02 12:00:00,BTCUSDT,7158.29,0.9973902817603961,7163.4,0.00258776147899349,7139.03,7139.73,7158.29,0.0025911126237605497,794.030497,5683900.56637013
2020-01-02 12:00:00,ETHUSDT,129.96,1.0084581361061538,129.99,0.003314196258735071,129.52,129.52,129.96,0.0033196942793176643,3718.46074,483251.15777040005
2020-01-02 13:00:00,BTCUSDT,7131.15,0.9936087679844836,7163.35,-0.003798613890346693,7107.43,7158.86,7131.15,-0.003791408283263187,1566.280693,11169382.56388695
2020-01-02 13:00:00,ETHUSDT,129.35,1.003724683789866,130.01,-0.004704802168861538,128.9,129.97,129.35,-0.004693751923668943,8547.00635,1105555.2713724999
2020-01-02 14:00:00,BTCUSDT,7135.59,0.9942274091475289,7157.1,0.0006224267272471954,7122.34,7131.18,7135.59,0.0006226204749584241,956.300925,6823771.31742075
2020-01-02 14:00:00,ETHUSDT,129.37,1.0038798789477772,129.86,0.00015460729777251709,129.21,129.34,129.37,0.0001546192500967436,5538.92471,716570.6897327
2020-01-02 15:00:00,BTCUSDT,7130.98,0.9935850812732857,7152.0,-0.0006462660836419579,7120.0,7135.59,7130.98,-0.0006460572986958235,862.429718,6149969.07046364
2020-01-02 15:00:00,ETHUSDT,129.59,1.005587025684799,129.8,0.0016991045175125477,129.36,129.37,129.59,0.0017005488134806956,5352.62034,693646.0698606
2020-01-02 16:00:00,BTCUSDT,7052.32,0.9826251006685223,7146.85,-0.01109203168243702,7020.0,7130.37,7052.32,-0.011030741917660625,3604.474152,25419905.151632637
2020-01-02 16:00:00,ETHUSDT,127.6,0.9901451074726471,129.78,-0.01547524953663367,126.94,129.58,127.6,-0.015356123157651114,32996.89479,4210403.775204
2020-01-02 17:00:00,BTCUSDT,6970.04,0.9711607324488434,7053.09,-0.011735677067184485,6924.74,7052.32,6970.04,-0.01166708260544047,6183.82554,43101511.3668216
2020-01-02 17:00:00,ETHUSDT,127.4,0.9885931558935364,127.68,-0.001568627772626487,126.38,127.6,127.4,-0.0015673981191222097,40429.91193,5150770.779882001
2020-01-02 18:00:00,BTCUSDT,6974.02,0.9717152801580599,6989.68,0.0005708524071299044,6949.96,6970.04,6974.02,0.0005710153743738733,1513.597939,10555862.298544781
2020-01-02 18:00:00,ETHUSDT,127.49,0.9892915341041362,127.75,0.0007061870119678789,127.13,127.42,127.49,0.0007064364207221008,7360.65888,938410.4006111999
2020-01-02 19:00:00,BTCUSDT,6983.27,0.9730041159144045,6995.0,0.001325472402487841,6960.0,6974.02,6983.27,0.0013263512292767121,1397.130602,9756540.21902854
2020-01-02 19:00:00,ETHUSDT,127.62,0.9903003026305582,127.67,0.0010191682901700765,127.08,127.49,127.62,0.0010196878186525815,4747.08642,605823.1689204
2020-01-02 20:00:00,BTCUSDT,6948.49,0.9681580934705488,6983.22,-0.004992918662567899,6941.27,6982.63,6948.49,-0.004980474763255693,1138.646334,7911872.66533566
2020-01-02 20:00:00,ETHUSDT,127.16,0.9867308139986035,127.64,-0.003610962397598974,126.79,127.63,127.16,-0.0036044507130544856,5796.42079,737072.8676564
2020-01-02 21:00:00,BTCUSDT,6977.73,0.9722322077965504,6985.0,0.004199279196800643,6946.2,6948.16,6977.73,0.004208108524297982,665.856715,4646168.37595695
